Gene names,ratio,P
SCRIB,1.050468111,0.367234961
NAIP,0.901478044,0.39902232
LILRB4;PRPF19,0.972707278,0.786369582
LILRB4,0.876989798,0.029576557
CNOT3,0.802961283,0.735444486
LILRB4,0.911281314,0.024413295
NCF4,0.956454364,0.900060655
PHRF1,0.838358857,0.135199456
PHRF1,0.815636414,0.127965518
PHRF1,0.940346292,0.56825647
PHRF1,1.013259897,0.838599567
PHRF1,0.992774384,0.977579279
PHRF1,0.969039115,0.601316879
PHRF1,0.818272251,0.103025682
DNAJB6,1.23024045,0.258342371
TUBGCP3,1.036006407,0.687180562
MATR3,0.791644747,0.009915205
MATR3,0.806702633,0.495391317
MATR3,1.074710796,0.516902949
MATR3,0.974974839,0.737711031
MATR3,1.286652851,0.000264663
MATR3,0.921262464,0.903300127
FASN,1.046587851,0.10326176
hCG_2004507;CSNK1G1,1.02946119,0.653469459
SCYL2,1.01596973,0.778175376
RBM39,0.997734566,0.677640942
SMARCA2,0.96708512,0.597557862
DENND4A,0.99667833,0.951027106
DENND4A,0.944780951,0.404078842
DENND4A,1.199722102,0.158596251
DENND4A,1.044674384,0.377450168
DENND4A,0.994897091,0.928518701
DENND4A,0.982725495,0.68578058
ELF1,0.977671097,0.80750233
ELF1,0.960285038,0.435811804
ELF1,0.938300744,0.817282538
ELF1,1.167915692,0.151719498
ELF1,1.096145131,0.237780168
GATAD2B,1.069564144,0.327896909
GATAD2B,1.130144941,0.417386793
HLA-C;HLA-Cw,0.78754045,0.133260628
HLA-A,0.940221964,0.097904466
HLA-A,1.114212854,0.225374287
HLA-F,0.730703828,0.003701015
DHX16,1.117663449,0.208935339
DHX16,1.137705238,0.218034612
DHX16,1.634675036,0.033281746
LSM14A,1.354656047,0.344330015
,0.963172614,0.773826987
,1.017647494,0.887680335
RAB11FIP5,0.860509092,0.11516724
RAB11FIP5,1.173257857,0.097312567
PXN,0.961536831,0.473168346
PXN,0.833998928,0.268025654
PXN,0.876973779,0.181303873
PXN,1.031522481,0.803551946
PXN,1.087154381,0.499837234
,1.002139974,0.960754009
LRMP,0.944159592,0.870831102
LRMP,0.894050921,0.001154087
LRMP,0.865759906,0.114113558
LRMP,0.842250019,0.435427959
LRMP,0.972273565,0.84676925
LRMP,1.279465641,0.371521991
LRMP,1.279465641,0.371521991
LRMP,0.951190755,0.831993988
RALGAPA1,1.612363832,0.146410906
RALGAPA1,1.262538125,0.208306434
RALGAPA1,1.262103374,0.036367431
EFR3A,0.974969646,0.790512464
EFR3A,0.957498943,0.710715187
ZEB2,0.955892813,0.440275539
ZEB2,0.862707297,0.59415312
ZEB2,1.099219778,0.147989345
ZEB2,1.06696071,0.490674872
ZEB2,1.04383296,0.481519974
TAB2,1.114953434,0.869887867
TAB2,0.873772581,0.543920964
TAB2,1.546764705,0.018801877
TAB2,0.992936487,0.850152381
NEDD4L,1.110554716,0.533400187
,0.753535158,0.109389934
AGPS,1.016305019,0.702905538
,1.233745666,0.391334564
,1.456309057,0.056970854
DPYSL2,2.303488534,0.090240635
DPYSL2,0.977114916,0.995158771
ARPC1B,0.905155213,0.243607543
ARPC1B,0.959819715,0.875358277
JMJD1C,0.936064265,0.587132328
JMJD1C,0.738274657,0.251327364
HNRNPU,1.135657389,0.518035293
TCEA1,0.802785742,0.143262862
,1.034388508,0.712039264
PFKFB3,1.089857234,0.491830461
IQSEC2,0.849674604,0.748575227
IQSEC2,0.918264431,0.978357201
IQSEC2,0.832515344,0.814298826
IQSEC2,0.903474704,0.970740795
SYNJ2,1.001401765,0.827633512
,0.739652978,0.151734004
PIK3C3,1.044625803,0.705189888
PIK3C3,1.122787862,0.15490593
DDX17,0.946764511,0.98833372
DDX17,0.908146487,0.634510487
NFIC,1.012903658,0.87931544
NFIC,0.807964866,0.590008878
NFIC,1.023171685,0.767609727
FRYL,0.874487386,0.226492057
FRYL,1.082626243,0.225081291
FRYL,0.917452131,0.606983668
FRYL,1.047118198,0.782577215
PHGDH,0.965635818,0.756013517
FRY,1.024275402,0.82334412
FRY,0.906994408,0.050032673
FRY,1.220182675,0.355421416
FRY,0.951841947,0.92594344
MON2,1.388873422,0.334555202
ARMC9,1.402652888,0.113969033
ARMC9,0.969883217,0.878106267
AP3B2,0.943447274,0.460848152
PNISR,0.808853068,0.023590727
PNISR,1.087724051,0.442634781
PNISR,1.021886674,0.806458847
HARS2,0.982442719,0.489456514
SMARCA4,0.88310377,0.608087281
SMARCA4,0.879846682,0.389804678
SPAST,0.948521304,0.484199183
SPAST,0.913497446,0.324663812
,0.92790884,0.495481409
,1.016050725,0.831945996
BCAR1,0.93405192,0.706354295
BCAR1,1.151778242,0.280796629
DNAJC21,0.690086664,0.185432774
ATP2B2,0.868313367,0.254138916
ATP2B2;ATP2B1;ATP2B3;ATP2B4,1.052752305,0.154561887
IFNGR1,0.985179991,0.959931623
EPS8,1.098870487,0.427298001
CCDC9,1.013992144,0.748265067
CCDC9,0.853660795,0.407872177
CCDC9,1.012458853,0.823543395
PLEKHM2,1.169723812,0.371875339
PLEKHM2,1.027136938,0.726034142
TSC2,0.929391118,0.336600159
TSC2,0.766520118,0.452900262
TSC2,0.938136419,0.721802979
TSC2,0.899640653,0.477253456
TSC1,1.008713807,0.940831219
TSC1,1.150670237,0.147497733
TSC1,0.925881269,0.84732644
TSC1,0.96249433,0.642423466
DYNC1H1,1.035983076,0.546327391
DYNC1H1,1.150787099,0.315487182
AP3D1,0.898533338,0.615689545
AP3D1,1.116013135,0.594274762
ATP13A3,1.159904598,0.432117711
ATP13A3,1.124990419,0.181645157
ATP13A3,0.860348031,0.043988322
GIPC3,1.557682584,0.049770138
UCK2,1.078650323,0.678039527
RAPGEF2,0.980043886,0.696702899
RAPGEF2,0.956528042,0.705911832
RAPGEF2,1.046344852,0.646367413
RPS29,1.47972199,0.00907509
RPS29,1.683322232,0.09126109
RPS29,1.632108383,0.089500183
MEA1,0.934633682,0.809673334
RPL15,0.930015377,0.333261427
RPL15,0.908125624,0.325616512
RPL15,0.970097336,0.586174053
BPTF,0.932442858,0.74827039
BPTF,0.992081973,0.947665832
BPTF,0.891463366,0.641363667
PPFIA1;PPFIA4,1.129709816,0.528151839
PPFIA1;PPFIA4,1.100680612,0.605899107
PPFIA1,0.995073746,0.907403601
PPFIA1,0.889763316,0.171855542
PPFIA1,0.9274218,0.272440266
PPFIA1;PPFIA4,0.993438764,0.897740286
PPFIA1,0.833126102,0.466081373
PPFIA1,0.841206683,0.310113932
PPFIA1,0.836895317,0.32179498
PPFIA1,0.853033264,0.097602079
PPFIA1,0.849190256,0.088504272
PPFIA1,0.90347562,0.21337348
PPFIA1,0.93518518,0.125491619
PPFIA1,0.929571676,0.347815086
RPS14,0.860258106,0.105709296
RBBP6,1.002042864,0.923215109
RBBP6,1.058747868,0.632080392
RBBP6,1.104556677,0.544825013
RBBP6,0.926963232,0.232381498
RBBP6,1.243582945,0.112279981
RBBP6,1.045301118,0.745638628
RBBP6,0.69777558,0.649970962
RBBP6,1.841867249,0.152699557
SAMHD1,1.562152088,0.033364227
SAMHD1,0.905703534,0.011899249
HSD17B4,1.023863235,0.803889223
GLUL,1.110603072,0.104346815
NLRP3,1.031280015,0.680861
GCLC,1.452838945,0.007071408
WIZ,0.792966029,0.084554867
ARHGEF7,1.222802674,0.416506291
ARHGEF7,1.014893002,0.725440124
ARHGEF7,1.091734058,0.418881176
ARHGEF7;ARHGEF6,0.952444596,0.83414876
EEF1A2;EEF1A1P5;EEF1A1,1.151873347,0.351856632
PNPLA6,1.0352011,0.724112011
ITPR1,0.980379167,0.672855774
ITPR1,1.136885773,0.364018141
,1.081905266,0.508822469
DARS2,1.044357103,0.693371597
KAT6A,1.001796566,0.973211527
KAT6A,1.03206787,0.697210108
MCM4,1.095139205,0.648827505
TFPI2,0.931956247,0.350207349
KAT6B,0.94637233,0.513427156
COPA,1.075410357,0.046256622
LARP1B,1.105210074,0.626662658
ANKS1A,1.15450745,0.000892413
ANKS1A,0.925644392,0.516921672
ANKS1A,0.996144666,0.989870116
ANKS1A,0.78244399,0.521764044
ANKS1A,0.948588386,0.644584716
ANKS1A,1.000041856,0.992756902
WDR37,0.92734553,0.842058658
,0.78279866,0.221434501
WDR37,0.970546598,0.432145541
PARP14,1.498817819,0.181532763
RAB12,0.948759795,0.541606074
RAB12,0.923211965,0.539906837
RPL29,0.960409695,0.981970431
THRAP3,0.917440746,0.398076253
THRAP3,1.114401009,0.152515884
THRAP3,0.989478858,0.884590531
THRAP3,1.134898683,0.412792656
THRAP3,1.009155066,0.882949723
THRAP3,0.793134509,0.002199268
THRAP3,0.942036549,0.366902045
THRAP3,0.966961606,0.664668467
THRAP3,0.976442299,0.91392361
THRAP3,1.26580609,0.022248624
THRAP3,0.592546924,0.028987908
THRAP3,1.023926005,0.764480264
THRAP3,0.884629639,0.584008569
THRAP3,0.999562061,0.911119468
THRAP3,1.66620263,0.120558889
THRAP3,2.20656561,0.10828385
BET1;DKFZp781C0425,1.357807212,0.144347945
EIF2B5,0.810051904,0.080254984
PDCD11,1.073242022,0.540239606
ARID1B,0.880777926,0.142472047
ARID1B,0.944849973,0.581597174
TACC3,1.165666255,0.265216147
TACC3,1.37623364,0.020715229
TACC3,0.931140316,0.812347759
,0.924944763,0.232074538
MPRIP,1.258476448,0.152636353
MPRIP,0.991125784,0.871791845
NLRC4,1.278211302,0.153436663
PGM3,0.88730443,0.163261649
CBFB,0.967368355,0.823161143
PARN,0.935756532,0.0063317
PARN,1.110125088,0.769511683
CLUH,0.980896152,0.998081662
ITGB2,0.808579718,0.080259721
KRI1,1.076422556,0.295322854
KRI1,1.239440405,0.309266631
MAX,1.199992736,0.350529504
NUP214,1.036726563,0.475806748
NUP214,1.049667962,0.256122001
NUP214,1.090015415,0.313061856
NUP214,1.10551365,0.162460946
NUP214,0.938967769,0.450766224
LRBA,1.023092243,0.759376423
ALDH1L2,1.013211189,0.809408063
ALDH1L2,0.908559175,0.681060747
GTF3C3,1.015839188,0.784323443
FAM83H,1.207874598,0.031794464
FAM83H,0.907867908,0.712999902
FAM83H,1.173660277,0.012694323
FAM83H,0.964678531,0.679549496
FAM83H,1.393260233,0.000234508
FAM83H,1.151356353,0.092135313
FAM83H,1.087998038,0.056001801
FAM83H,1.068426027,0.234742256
FAM83H,0.927218512,0.548665034
FAM83H,1.101310635,0.15199412
FAM83H,1.153801491,0.505035338
NBEAL2,0.961708399,0.817359253
MCM3,0.884391858,0.266897433
MCM3,1.362660203,0.389482512
DKFZp686E14208;MKNK1,0.907385115,0.47079073
ESYT2,1.007025401,0.902480211
ESYT2,0.614938616,0.292594128
ESYT2,0.858550291,0.532890455
ESYT2,1.043331549,0.721143153
,0.882121533,0.543164018
WDR26,1.0183731,0.718182955
WDR26,1.056062154,0.441086911
MYCBP2,0.834411056,0.818572219
MYCBP2,0.956021795,0.562021376
MYCBP2,0.912831886,0.975032813
MYCBP2,1.165672011,0.028830045
MYCBP2,1.246735905,0.084930885
MYCBP2,0.904114682,0.157485997
MYCBP2,0.976056143,0.841414998
APOBR,0.929063318,0.306505427
APOBR,1.053676761,0.774640112
APOBR,0.781331551,0.031153292
APOBR,2.353902074,0.017767013
NIPBL,1.128246794,0.466884711
NIPBL,0.981160873,0.608625671
NIPBL,0.954846739,0.489325842
,1.27979838,0.408225612
NIPBL,1.043346555,0.65368992
NIPBL,1.518447401,0.06108817
AMPD2,1.084695936,0.595615134
AMPD2,1.828919505,0.038616092
KCNAB2,0.959113016,0.2935635
KCNAB2,1.154681656,0.0429641
KCNAB2;KCNAB1,0.902172639,0.053667301
KCNAB2;KCNAB1,0.95985607,0.133452091
TGOLN2,1.376011061,0.074897215
TGOLN2,1.309580591,0.045489225
TGOLN2,1.296625507,0.161083788
TGOLN2,0.968412413,0.945602963
TGOLN2,0.791545485,0.536940213
TGOLN2,0.697284882,0.061629152
JAK1,1.182131997,0.000686049
LDHB;LDHC;LDHAL6A;LDHA,1.017644615,0.960562337
NELFB,0.909843396,0.539974731
PCM1,1.003327703,0.970717466
PCM1,0.938952435,0.684132578
PCM1,0.934964785,0.550482552
PCM1,0.847589914,0.589373134
PCM1,0.891245967,0.491678279
PCM1,1.100652207,0.438786332
PCM1,1.018287178,0.79053628
PCM1,0.790970124,0.173106398
PCM1,0.794861803,0.123786918
PCM1,1.088957467,0.470679354
PCM1,1.10614695,0.172125046
PCM1,1.038119951,0.48519866
PCM1,0.973888447,0.673331957
PCM1,0.980507423,0.781576559
PCM1,0.924322493,0.024711341
PCM1,0.993364749,0.900235735
PCM1,0.950012966,0.602831138
PCM1,0.961922509,0.168489914
PCM1,0.997187888,0.926507682
PCM1,1.033544232,0.516123242
PCM1,0.858689518,0.797254528
PCM1,0.858019166,0.678169825
PCM1,1.031943118,0.594703935
PCM1,1.332066662,0.36860778
CPEB2,0.915971043,0.580460102
CPEB2,0.734369422,0.04460826
CPEB2,0.941243628,0.515242761
CPEB2,0.805716949,0.006890374
MDH1,0.96003747,0.121810406
FUT8,0.953919229,0.714991175
CTNND1,1.237455864,0.084095135
CTNND1,0.805529223,0.087269835
CTNND1,0.939482746,0.524120479
CTNND1,0.779835823,0.386338777
CTNND1,1.27917304,0.311777048
CTNND1,0.985287728,0.909321193
CTNND1,0.868730804,0.360035043
GBF1,0.924631908,0.81780182
GBF1,0.897002003,0.568182851
GBF1,1.104647169,0.262167034
GBF1,0.931928297,0.82545146
GBF1,0.959752001,0.575125763
