Gene names,ratio,P
SEPHS1,0.971410675,0.315750594
MTHFS;ST20-MTHFS,1.042625937,0.772320003
GMPS,0.98621252,0.057132437
LIG3,0.952356386,0.05240946
MRE11A,1.022252165,0.716847502
ENTPD1,0.967427108,0.686050755
HNMT,0.980639824,0.964610718
GNAQ,0.865185445,0.005284515
GNG10;hCG_1994888,1.023942653,0.832731656
IDH3A,1.003292301,0.807807331
SULT1A1;SULT1A4;SULT1A2;SULT1A3,1.014862845,0.748381153
CRIP1,1.050685539,0.099550069
MMP14,1.038247826,0.291135457
GDI2,0.993689115,0.343028954
CPT1A,0.979379164,0.198221566
SERPINB8,1.038097122,0.438754884
SERPINH1,1.009437714,0.979886634
PDLIM4,1.017390433,0.496522169
ST13;ST13P5;ST13P4,1.011722618,0.897323544
VASP,1.062278398,0.204923099
DNM2,1.026095806,0.474469721
METAP2,1.081800838,0.028247453
NUDT2,1.023355692,0.744168483
KNTC1,0.74994123,0.022406588
RASSF2,1.06723184,0.586433914
CDK9,0.944172865,0.144129263
PPT1,0.92081936,0.056607234
RPL14,1.406136258,0.018713773
CCT8,0.971240274,0.043851727
CCT4,1.011796903,0.906896254
ANXA11,1.157592022,0.00578167
FXR2,1.046601408,0.177119662
RAB5C,0.903185897,0.186790826
RAB7A,1.048138969,0.460374076
RAB9A,1.155938106,0.022593597
RAB13,1.037962386,0.078758154
RAB27A,0.902988284,0.116595412
DAP,0.913727788,0.218386064
DAP3,0.948953724,0.157943481
DUSP3,1.074723484,0.02187326
SMARCA2,1.052314427,0.537928094
IDH3G,1.056244419,0.081540454
GALK1,1.059591844,0.2306803
SSR4,1.09285925,0.332638596
BCAP31,1.099203,0.087751677
TPMT,0.985961688,0.891730123
RENBP,0.969086711,0.353396129
MECP2,0.914060493,0.509948977
IRAK1,1.206194998,0.116114909
PSMD7,1.024649446,0.6560783
UBE2D1;UBE2D4,0.924561287,0.599359451
ARSD,0.989436085,0.537956131
STAT5B,1.017911536,0.762543337
CLCN7,0.981491331,0.572429707
VAMP7,0.985117658,0.146075927
HDGF,1.079111397,0.059080911
NDUFA8,1.068977457,0.286241824
PGD,1.070761712,0.219995844
HNRNPM,1.041308787,0.496366837
KPNA1,1.075794145,0.000461952
NCBP2,0.912682927,0.190810653
RAP1GDS1,0.920535938,0.078073695
ARHGDIA,1.062598554,0.038371241
ARHGDIB,1.178897943,0.067276612
AGFG1,1.021504426,0.797622591
HNRNPF,1.037643781,0.698407731
MSH6,1.049677247,0.219197555
VAV2,1.013531182,0.886680559
RBM5,1.115753928,0.123394581
HRSP12,1.030706462,0.599691922
SMS,1.000063261,0.757798149
HK2,1.163820911,0.020321772
HK3,0.970465867,0.250565197
THOP1,1.009711268,0.946818162
CAPZA1,1.063814982,0.485045996
NUP98,0.972535002,0.050667096
BLVRA,1.024450572,0.718211106
SLC25A1,1.023089782,0.653598556
ARFIP1,1.00500711,0.836641336
NUBP1,1.024264269,0.791557758
ACLY,1.009979601,0.939425484
METAP1,0.970082708,0.641479178
SUCLG1,1.022725397,0.58159297
MVD,0.982466784,0.143644804
PGGT1B,0.946713363,0.172142328
RABGGTB,0.962146628,0.353742459
COPB1,1.053598701,0.115072089
COPA,1.013799375,0.718202975
CRYBB1,0.977918097,0.414028101
CLTCL1,0.993942652,0.810933361
HCCS,0.98995275,0.508386149
SLC16A1,0.879413347,0.013604531
IST1,1.020504947,0.712244499
SEC24C,0.99378445,0.496017634
SUB1,1.084603103,0.050286728
POLG,1.000465435,0.888454622
RARS,1.002111904,0.715357155
YARS,1.022413149,0.412083224
USP14,0.96553597,0.209970676
HSPA2,1.04380156,0.25455847
BCAT1,1.012079837,0.843122427
ATP1B3,1.011920548,0.860321102
RAD23A,0.997845375,0.738086901
RAD23B,1.052287513,0.395019065
NAGLU,0.920334396,0.40159144
ALDH18A1,0.92587488,0.059039358
NAPA,1.211848062,0.000302646
ADPRH,1.117596172,0.080820604
AIF1,0.885019017,0.079912039
EIF5,1.010396709,0.902060784
PSMD4,1.098143476,0.247731515
DRG2,0.935005626,0.018989205
CSE1L,0.93019858,0.030852069
VCP,1.072864813,0.170762592
MFAP1,1.132757487,0.503376452
HADHB,1.062680204,0.183975669
MANF,1.117518122,0.030189976
NCKAP1L,0.968811403,0.177037608
ELL,0.985952586,0.210959928
CASP7,1.213685346,0.052414274
ADK,0.972755017,0.54797403
ADAR,1.198466523,0.003259456
SEC13,0.993790015,0.819897046
NHP2L1,0.99142233,0.932028456
GFER,0.981047984,0.40343914
HNRNPH2,1.050702829,0.584188928
OXCT1,1.031115873,0.397981625
EIF3B,1.021905187,0.164811217
FCGRT,0.919003393,0.069164804
BID,0.990812792,0.586814269
RRP1,1.061568674,0.653400644
MARS,0.911724531,0.014030033
CMC4,0.961322159,0.269479025
AP1S2,1.054078666,0.552636411
MP68;C14orf2,0.918113347,0.007245066
ATP5EP2;ATP5E,1.044339796,0.344356648
ATP5I,1.026777154,0.369974348
EIF6,1.095903031,0.014566942
CTBP2,0.992036539,0.955761782
PEX3,0.983147083,0.675230151
BCAR1,0.939797564,0.132498731
STX17,1.270502984,0.074486734
WDR4,0.98585817,0.450681237
TMEM33,0.937649163,0.243013816
CORO7,1.000902452,0.833392541
NUP107,0.928944014,0.011799229
EEFSEC,0.9453079,0.036503287
MTPN,0.974252417,0.405209695
ARPC4;ARPC4-TTLL3,1.004872503,0.969504723
CD81,0.933869267,0.815050853
TPI1,1.034757787,0.506221771
SEC61B,1.129157337,0.185054858
PPP4C,0.964996679,0.342971185
ROMO1,1.005907394,0.948240483
UBE2G2,1.01739406,0.842312325
ACTB,1.028219329,0.677109837
EIF4A1,1.018607543,0.706494055
RPS20,1.037980297,0.682947381
PRPS1,0.966989919,0.500318768
PSMA6,1.116960064,0.177777376
S100A10,1.104280414,0.069284471
CDC42,0.992907903,0.685253801
DSTN,1.03557788,0.265553604
GMFB,1.062764271,0.223696522
RAB8A,1.090191051,0.007622936
SPCS3,1.074534955,0.356294265
SRP54,1.062320824,0.063318093
RAB4B,1.041176871,0.439692802
RAB2A,1.074312646,0.203696833
RAB5B,1.059380579,0.400879576
RAB10,1.003947372,0.834294305
UBE2D3,1.076117334,0.076673288
UBE2M,1.018350391,0.633073551
UBE2K,1.096665017,0.001476212
UBE2N;UBE2NL,1.063312498,0.300376388
RAB14,1.094927901,0.064624485
ACTR3,1.052745762,0.014694531
ACTR2,0.967388654,0.137594491
ACTR1A,0.99559936,0.888343814
COPS2,1.000112615,0.621563451
ABCE1,1.034999729,0.404591448
RAP1B,0.983125012,0.371618251
RAP2B,0.967540539,0.215587297
MAX,1.085519225,0.017325368
RPS3A,1.068326226,0.128951605
RPL26,1.029084122,0.802688987
PSME3,1.039283186,0.540114707
RPL15,1.07954119,0.014653473
MAGOH;MAGOHB,0.972466027,0.248836138
RPL27,1.204178669,0.001661446
PCBD1,0.941703464,0.366849762
RPL37A,1.062316624,0.442996255
RHOA,1.011894853,0.94194553
RND3,1.511018996,0.015785127
HSPE1,0.957119121,0.25382906
VBP1,1.087576022,0.394031144
B2M,1.639386933,0.157957599
RPL37,1.213205099,0.184991383
SUMO2,1.071085721,0.140463972
UFM1,1.062477743,0.187028556
WDR5,1.091461308,0.210832322
NUTF2,1.078943439,0.450414545
HNRNPK,1.020864156,0.398447182
YWHAG,0.985053764,0.668321751
TIMM10,1.091179579,0.154567724
RPS7,1.034422868,0.632083069
PPP1CA,0.987206575,0.664050205
PPP1CB,0.975044607,0.538090138
PSMC1,1.022723147,0.787927993
PSMC5,1.019715759,0.599587599
RPS8,1.07088608,0.02023918
RPS15A,1.186032122,0.009976404
RPS16,1.050223659,0.178744911
YWHAE,1.027725708,0.213651246
RPS23,1.049155956,0.46675515
RPS18,0.996520944,0.529391107
RPS29,1.169820781,0.028030147
RPS13,0.953703496,0.089872087
RPS11,1.040863996,0.372246137
SNRPE,1.061695083,0.262284966
SNRPF,1.07492603,0.400071655
LSM3,1.075932019,0.479045545
LSM6,1.21363663,0.046763492
SNRPD1,0.913949396,0.685366616
SNRPD2,0.968171445,0.390600268
SNRPD3,1.039866324,0.327665584
TMSB4X,1.073999209,0.354925271
ARF6,0.955171051,0.317861124
RPL7A,1.156780533,0.132706563
POLR2G,0.973606399,0.679813112
ETF1,0.928434747,0.022836517
CNBP,1.025215847,0.84205728
YPEL5,1.17808773,0.015170788
RPS4X,1.061198635,0.188428111
PPP2CB,1.063273899,0.007941661
RPL23A,1.064508233,0.045938047
RPS6,1.223237465,0.004641946
HIST1H4A,0.878507658,0.593534725
HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BD;HIST1H2BK;H2BFS,1.089221734,0.034076804
RAB1A,1.031115514,0.23744101
RPL23,1.060890051,0.127097945
RAP1A,0.956167076,0.040445946
RPS25,1.000821638,0.607550421
RPS26;RPS26P11,1.069697494,0.248575489
RPS28,1.175213358,0.280512825
FAU,0.911130459,0.010975675
GNB1,1.056348613,0.30385979
POLR2L,1.191079298,0.041947981
RBX1,0.98945491,0.841025595
GNB2,1.131643792,0.011940827
RPL30,1.026197745,0.647261572
RPL31,0.935527114,0.249869264
RPL10A,1.198910958,0.00833644
RPL11,1.090332852,0.179031242
RPL8,1.174458013,0.195338408
PPIA,1.252811139,0.011277389
FKBP1A,0.958751345,0.708410303
RPS27A,0.960430853,0.866413223
UBA52,1.149920993,0.04520672
GRB2,1.115845945,0.002718851
TRA2B,1.1229601,0.087639771
RAC1;RAC3,1.108727707,0.106395459
AP2B1,1.017061174,0.849316691
YWHAZ,1.035622432,0.254911772
PPP2R2A,1.079475652,0.047065875
DYNLL1,1.149709133,0.120256801
DYNLT1,0.937889477,0.042459294
RPL38,1.105978559,0.068164028
GNG5,0.998297687,0.609443452
RPS21,1.042311374,0.249001349
GNB2L1,1.036645634,0.357646088
SUPT4H1,1.101480043,0.076998763
UBE2I,1.014760853,0.876695505
PPP2CA,1.03086643,0.351503419
YBX1,1.006948298,0.987003935
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,1.186444059,0.063525206
TPM4,1.076966621,0.226440874
ACTA1;ACTC1;ACTG2;ACTA2,0.94366432,0.160520222
UBE2L3,1.109937241,0.209385448
EEF1A1;EEF1A1P5,1.058071541,0.521061193
TUBA1B,0.99371152,0.533995905
TUBA4A,0.988969093,0.259610123
TUBB4B,1.061651366,0.118668665
PAFAH1B2,1.030020393,0.61213702
HIST1H3A;HIST2H3A;HIST3H3,0.850221476,0.394559023
SH3BP2,0.983638797,0.576315112
IGBP1,1.007199773,0.92687685
SIRPA;SIRPB1,1.013531332,0.901171477
RBM6,0.998443168,0.80981783
EIF4G2,0.985417396,0.384439438
RPP30,0.980386453,0.447961418
GTF2I,0.987722583,0.157149132
PIP4K2B,1.00898424,0.966497587
CSNK1G2;CSNK1G3,0.984575679,0.773289459
CCT2,1.08421544,0.138712468
RAE1,1.076274772,0.171643706
GSTO1,1.062202991,0.076743328
PRKDC,0.917428287,0.026757378
ADAM17,0.975822151,0.418049204
BLOC1S1,1.025613016,0.587439974
CCL20,1.143039167,0.068060186
CRADD,1.064945017,0.594716349
ADARB1,0.920582478,0.031455966
IFI35,1.519385611,3.03705E-05
NUCB2;Nucb2,1.089798004,0.237874214
BASP1,1.006925715,0.924647099
DCD,0.820591124,0.505600551
TMF1,1.05892066,0.222586082
MRPS25,1.062140491,0.370205147
MRPS10,1.010623187,0.942856096
MRPS35,1.03610687,0.700842615
MRPS5,1.042262855,0.412165766
MRPS36,1.035366235,0.42052351
MRPS11,0.993506088,0.660223966
MRPS15,1.056308877,0.463967725
MRPS21,1.134961836,0.159428854
MRPS6,0.963209533,0.603388179
MRPS9,1.054009767,0.029002151
HMGN5,1.022077714,0.795235072
SARNP,0.952914075,0.528868085
LACTB,1.128027064,0.053815953
COG7,0.918334068,0.062817699
TXNL4A,0.903086897,0.001367489
ARF1;ARF3,0.996340613,0.554580228
ARF5,0.987164243,0.227515148
ERH,1.223726275,0.054271159
RHOG,1.02388155,0.861097538
SERF2,0.90749582,0.122067622
SRSF3,1.05570549,0.168982792
FOXK1,0.934243128,0.018536235
CCZ1;CCZ1B,1.001017522,0.622056735
DAB2,1.014882856,0.907762159
HSPG2,1.016005928,0.890968263
XIAP,0.889049691,0.409909282
RBM10,1.002180852,0.895264819
RBM3,1.087263954,0.445903917
CYCS,1.017807338,0.866021802
MPP1,1.09543744,0.014671098
TFAM,1.056090678,0.463192136
PITPNA,1.04975852,0.647501153
SLC25A3,0.945963496,0.057829269
GTF2B,1.193132571,0.016853821
CDK3,0.95109632,0.127567997
CDK6,0.957660916,0.044660669
CDK5,1.004046584,0.929394801
PURA,1.074358551,0.01389173
CLTC,0.974458329,0.298323192
NFKB2,1.025815934,0.260806297
FKBP3,1.056178719,0.460698702
PLCB2,1.00903012,0.986141762
REEP5,1.116880181,0.019122202
SORD,1.061545715,0.266720973
HNRNPU,1.041048388,0.330535579
IRF9,1.304761858,0.058976359
U2AF1;U2AF1L4,1.024930344,0.728479862
TIAL1,1.003499114,0.933406097
SET;SETSIP,1.071323764,0.053948403
AMPD3,1.105801449,0.001771092
CTBS,0.962659738,0.75917194
FABP5,1.199067594,0.124715716
CAP1,1.044298061,0.367456521
HMGCS1,1.018460641,0.685403055
SLC7A5,0.85758755,0.01054738
DR1,0.981961266,0.802986943
EXOSC10,0.96579293,0.097902319
OTUD4,1.003073714,0.890902049
PFKP,1.010725944,0.938526958
SATB1,1.022946103,0.610950035
OCRL,0.98575114,0.844639107
PLCB3,1.026927751,0.664750994
AKAP17A,1.030327967,0.632233775
OGDH,0.99395817,0.315836981
ALDH6A1,1.03159639,0.287425595
RPL18A,0.947353881,0.125158577
MAP2K1,0.93613527,0.018812664
FKBP4,1.023687043,0.758751316
PLOD1,0.928248745,0.076662728
NUCB1,1.131251094,0.028257308
RPL6,1.015343394,0.895966584
TOP2B,0.962258099,0.456832562
SLC25A11,0.999044463,0.736127741
MLLT1,0.984844639,0.939451983
TNFAIP2,0.956907436,0.169466746
CENPC,0.308806468,0.341978129
LMNB2,1.032453235,0.378160878
PLAUR,1.071454993,0.072488456
CEBPZ,0.906711212,0.007502183
UBXN1,1.041482852,0.368726074
GBE1,0.979702683,0.463631332
NOTCH2,1.064888875,0.457406835
TLE4;TLE1,1.00932926,0.96912581
GLO1,1.01909511,0.261487783
SSBP1,1.027419112,0.400713094
REL,1.038849523,0.316704349
YWHAH,1.078089678,0.156679826
PLP2,0.906432511,0.224102511
CSTF1,1.01978571,0.750895838
UBE3A,0.981265403,0.18231351
PTPN12,1.07167426,0.128788978
SRSF11,1.088856076,0.583095342
PRKCD,1.005025487,0.862154763
RNASEL,1.112225761,0.004443343
FPGS,1.014150742,0.874478271
MBTD1,0.915267744,0.868512911
CTDSPL2,0.975393055,0.523366689
PTPN11,1.045061377,0.310642241
BTK,1.036989579,0.414359755
PPAT,0.912275426,0.251034669
GFPT1,1.013679615,0.836182103
EXOSC9,0.999409056,0.599156349
PSME1,1.084281878,0.006576511
APLP2,0.991385483,0.786034521
GABPA,0.983086828,0.424533447
GABPB1,1.041081205,0.762743481
RING1,1.106686257,0.021454405
FMR1,1.200624323,0.112092667
PRDX1,1.035531553,0.179238925
C1QBP,0.877859349,0.015683766
CKAP4,0.983341055,0.556331032
KHDRBS1,1.07874956,0.557118614
BAX,0.970704993,0.28465451
SOS2,0.959682188,0.025133815
LRP1,0.983191071,0.440615533
ARHGAP1,0.982295713,0.342026275
RGS1,1.171640435,0.012372303
SRSF4,1.029408951,0.819264818
PPP3CA,1.015535997,0.446874397
DHX9,0.993792889,0.424713291
CRYZ,1.032947456,0.261723229
GOLGA3,1.005075871,0.800633208
LGALS3BP,1.649371766,0.035996574
EHHADH,0.992049069,0.345967508
HDHD1,1.026577905,0.465768873
PPID,1.00739487,0.938339853
SSRP1,1.022088441,0.427729681
SLFN5,1.20206805,0.001692669
MZT1,1.01526531,0.891504635
VAC14,1.039418178,0.515341834
NSUN2,1.026346967,0.085572634
RBBP4,0.958730027,0.174054461
NCBP1,0.981200356,0.170714904
AHNAK,1.012549136,0.879195415
FCHO2,1.044342352,0.285780124
HSPA14,0.945494042,0.120302143
SCRN3,1.051009496,0.29412744
MGAT2,0.946404765,0.217187521
GALNT2,1.042564096,0.538020159
GALNT1,0.832580269,0.010399116
AP1B1,1.012231139,0.853960652
CPSF1,0.988450232,0.761844479
BST2,1.547753237,0.005221903
PMPCA,1.000425177,0.914710646
SCRN1,1.076198244,0.06568487
KIAA0196,0.990756245,0.482166671
NUP160,0.977733273,0.273349165
SCAP,1.021819354,0.829369275
TBL3,0.98575175,0.58743069
GTF3C1,0.964683658,0.299210988
TWF1,1.023686945,0.600137327
ASPH,0.988785088,0.835889064
TFCP2,1.030163933,0.336447914
AKAP13,1.029082429,0.630299281
SMARCB1,1.09912433,0.02387325
STX4,1.007810018,0.970882462
SFSWAP,1.00871333,0.994608694
SF3A3,0.993852315,0.330341985
DPYD,1.040028422,0.166018351
TP53BP1,0.957759254,0.33794395
AIMP1,1.042467409,0.284784063
ILF2,0.956566225,0.146964826
ILF3,0.965490054,0.140260691
LMAN2,0.924336386,0.085563608
PTPRJ,0.992048068,0.479081036
TRAP1,0.990729705,0.494123532
TRAF2,0.981513479,0.784442554
ANK3,0.949906963,0.141125186
TAF10,0.959801212,0.524277742
MYO1E,1.031744559,0.255018297
PPP1R8,1.057080889,0.254876596
PTP4A2,0.985559839,0.594831212
BNIP1,1.063222728,0.269178049
NFX1,1.023001078,0.693940837
CSTF3,0.9628744,0.01765235
ECH1,1.039112349,0.187315461
STRN3,1.028050622,0.81435951
CDC16,0.95045747,0.186166725
STK4,1.05873849,0.030471849
FLII,1.018914859,0.479099159
TRIM32,1.019581605,0.868338369
COASY,0.94933018,0.11500691
TRAF1,0.961586757,0.066108222
MRPL28,1.130091406,0.076120405
ACACA,0.935943416,0.024201232
LCP2,0.996405956,0.715002017
USP4,1.026038731,0.632962181
CHAF1B,0.941564423,0.272747726
IK,1.041868357,0.341042575
RLF,0.891613586,0.202262412
PRKAA1,1.02806404,0.604604223
CALCOCO2,1.110821479,0.011541446
TARDBP;TDP43,1.03917119,0.42459967
HNRNPA0,0.784018706,0.010747984
PAK1,1.001203337,0.750743585
AIMP2,1.001356891,0.705221598
FADD,0.862774461,0.023149836
PRDX4,0.981580058,0.635730647
PAK2,1.071521945,0.073261554
CBX3,0.997153394,0.663192474
STK3,1.109150648,0.262395066
STX5,1.056648515,0.633357383
PSMD2,1.004383182,0.741617454
DDX10,0.978721515,0.375216049
DNAJC3,1.012089292,0.875744189
NME3,1.017753016,0.789166395
SRSF9,1.01842717,0.64373772
SRSF5,1.011809417,0.930315799
MAD2L1,0.880167972,0.029389485
TRIM28,0.984960629,0.407674175
G3BP1,1.038443752,0.056584824
NMI,1.390575878,0.001492509
KCNAB2,1.026503367,0.345254729
PABPC4,1.055196021,0.261231994
ATM,0.936515559,0.103240802
IFIT5,2.506325394,0.000194304
CTBP1,0.950994353,0.38570842
PDE3B,1.058573734,0.313926073
PDCL,0.979950144,0.84489325
TARBP1,0.96921173,0.204900698
UBE2V1,0.971708967,0.194119124
MRPL49,1.140248424,0.033465908
DYNC1I2,1.020534346,0.822383782
ORC2,0.966924618,0.536424319
IKZF1,0.899271715,0.335073643
NNT,1.049118717,0.223220122
XRCC4,1.078316281,0.155029346
TCOF1,1.020310138,0.47088207
UNC119,0.972530396,0.46787731
SLC39A6,0.684082409,0.092196048
SF3B2,1.006551862,0.969393677
OS9,1.108111455,0.133762756
PDAP1,1.003088282,0.972059652
ADAM15,0.971058377,0.328076514
FKBP5,1.06856957,0.062704915
ROCK1,0.964049233,0.311220627
NFATC2,1.101783204,0.366344707
TOP3A,0.905756655,0.017307804
TCIRG1,0.985716476,0.288872286
PICALM,0.998315138,0.838759144
MTM1,0.992309712,0.644498436
SQSTM1,1.13467822,0.032254905
MTX1,1.032130348,0.564123309
PRPF4B,1.017533821,0.800129197
PIN1,0.979711518,0.571614241
EIF4EBP1,0.950597523,0.194767839
EIF4EBP2,0.960046635,0.605910968
RIPK1,1.076133768,0.422560978
HDAC1,1.039712362,0.593143019
CAMK2B,1.023609029,0.310188194
DCTN2,1.03440931,0.017910115
NAE1,0.995746284,0.358548021
IRF5,1.171869531,0.09275261
LAPTM5,1.067785069,0.030550527
SNW1,1.055855612,0.18669578
DGKZ,1.03648564,0.636062865
IQGAP2,1.14268845,0.004914135
TRA2A,1.142125343,0.049390811
SNX1,0.987972367,0.478959527
KRR1,1.123921579,0.019178622
PEX6,1.035961979,0.676188792
MTMR3,1.014217296,0.895800751
CUL3,0.956990273,0.0306773
CUL4A,1.000868437,0.927751344
TP53BP2,1.103996747,0.017370689
TSTA3,0.970367002,0.341559945
RAB31,1.043280161,0.421116302
RAB32,0.923086244,0.044898043
MOGS,0.963297651,0.308496564
ALCAM,1.04234202,0.333668431
RUNX3,1.050062743,0.604951753
THOC5,1.010734508,0.934232504
ARFRP1,1.0099387,0.957312392
SPTAN1,0.986716306,0.404925897
GNL2,0.987377641,0.833957742
AUH,0.952581291,0.162294514
DDX39B,0.971877102,0.394781228
BLMH,1.010728496,0.953425536
EXOSC2,0.954877391,0.140297582
BMPR2,1.081525571,0.58536443
SNTB1,1.019181641,0.620629419
TUBB2B;TUBB2A,0.957483319,0.068159276
BYSL,0.9653239,0.069271021
RAPGEF1,0.963375888,0.098628867
IDI1,1.049950461,0.098945225
CUX1,1.004269014,0.802442041
CBFB,0.944815709,0.015203364
IL16,1.030374246,0.608262436
CKAP5,0.998388237,0.681557467
CIRBP,1.038992611,0.70619113
CAMK1,1.042982946,0.126176488
COTL1,1.053618898,0.708165687
COL9A2,0.942594512,0.125241207
COX17,0.935051939,0.157149028
HNRNPD,1.075754409,0.018076288
IL18,0.979117621,0.733432611
BOP1,0.973138317,0.416511188
UBE4A,1.002427456,0.764619229
KEAP1,1.015264404,0.885834433
URB2,0.873285357,0.265716106
DHX34,0.965228343,0.320453057
MORC3,0.995369181,0.700101928
SAFB2,1.022491856,0.571487882
EIF3A,0.997619924,0.799793554
UBAP2L,1.013462147,0.868060483
GIT2,1.069176269,0.171808991
IKBKE,1.012779321,0.889605715
MLEC,0.978335519,0.5255297
TTLL12,0.946670432,0.241590594
FHL2,0.875772161,0.084008804
DYNC1H1,1.023465378,0.371422147
EBI3,0.895308786,0.440320857
EIF2B1,0.980576547,0.137934585
EIF4A2,1.000411075,0.719564718
CTTN,1.016813894,0.838236869
RCN2,0.986773727,0.456340344
TRIM25,1.242519433,0.007125758
PTK2B,1.207298331,0.002235865
FKBP8,1.058886929,0.562154059
FAM50A,1.060174229,0.31627128
FRG1,1.027279062,0.456889598
GNA13,1.018691969,0.740662308
GAMT,1.054558091,0.678995424
GALE,0.963057007,0.226838396
GK2,0.960927822,0.679948493
CAPRIN1,1.052067187,0.152259312
BECN1,1.074580771,0.193987504
RBM39,1.03232753,0.399504228
HABP2,1.048804522,0.139290537
SQLE,1.163200834,0.02915422
PDIA5,1.00828183,0.977451048
PRPSAP1,1.004339371,0.900515804
DHX8,0.99567102,0.90621665
MCM6,0.886797689,0.032344008
ITPR2,1.046736613,0.547645389
ITPR3,1.001399599,0.903526787
RASA3,1.01971878,0.865365862
IRF3,0.954929574,0.105176106
LAGE3,1.029446149,0.815150906
CLINT1,0.987137325,0.437548609
KANK1,1.026825371,0.770233615
SMC1A,1.025778761,0.446966106
RRP1B,0.971588368,0.212355472
BMS1,0.940430918,0.042765251
USP10,0.962425794,0.121350913
MESDC2,0.949600381,0.09651045
GANAB,0.949094758,0.100542066
RFTN1,1.035632314,0.199065699
MFSD10,0.92387317,0.084323507
LBR,1.11067389,0.135707328
COG2,0.932804576,0.305885548
MVP,1.148912474,0.001383708
GOLGB1,0.961789518,0.021980955
CASP8,0.999338769,0.762351945
NAA30,0.949823776,0.632012562
MEF2D,0.956357928,0.165229119
LASP1,1.062424957,0.009632123
MTF1,1.057241682,0.18175681
PTGR1,0.951668421,0.017676952
RAB39A,1.105852371,0.13683404
ZNF638,0.964471789,0.13415072
KPNB1,1.070579809,0.266731578
NUMA1,0.97917092,0.498774929
PSME4,0.980340345,0.336449701
GAPVD1,0.994860777,0.415184922
NAA25,1.083644386,0.493581126
EMC2,1.021406864,0.405685204
WTAP,1.067241635,0.099065421
PSMD6,1.039149969,0.36910907
HERPUD1,1.124873423,0.540442517
FAM175B,0.979942539,0.007499707
2-Sep,0.949598603,0.493224723
NCAPD2,0.919032962,0.086795585
EXOSC7,0.973778817,0.400607088
EFTUD2,1.005782952,0.819906381
LARS2,0.964713456,0.196304216
SNX17,0.992103579,0.644677551
RAB3GAP1,1.10044358,0.035165831
SLC39A14,0.914230019,0.076936167
KARS,1.052599148,0.141020687
LRRC14,0.918736451,0.064001866
RRS1,0.992812418,0.798259003
ARHGEF6,1.04909691,0.031763088
EIF4H,1.075618699,0.448618991
ACAP2,0.994182011,0.439126394
BRD3,0.98368988,0.831411538
WDR43,0.945249495,0.05396017
ACOX1,0.893351824,0.120797788
EEA1,1.017891415,0.48033424
NCF4,1.059087217,0.23647787
PDIA6,1.146515777,0.1487862
PAFAH1B3,0.908681155,0.377391292
PDK1,0.860983418,0.022331706
PDK3,0.944687696,0.419273109
PEA15,1.007174772,0.997812265
PMVK,1.038989894,0.172321622
PLEC,1.014350747,0.884473764
PCM1,0.949296484,0.303861638
PPP2R5A,0.953714286,0.207623457
PPA1,1.129407894,0.069348308
PTGES3,1.019920489,0.665351272
STK38,0.974545257,0.525511046
QPRT,1.055396251,0.109366998
RABEP1,0.911907192,0.067899613
RAB35,1.014640536,0.788655021
RBBP5,1.041933647,0.443257129
RCN1,1.010640861,0.943652044
RALBP1,1.037929352,0.362378138
TMED2,1.048545651,0.360491804
PCBP1,1.097897217,0.186671076
PCBP2,1.004622577,0.947864702
TCEB2,0.923980604,0.065402266
RHEB,0.989273363,0.501675485
UBE3C,0.95646916,0.102849843
TOMM20,0.914740391,0.052199339
SF3B3,1.054019173,0.105211482
KIAA0020,0.994648346,0.253649934
TLR1,0.744691647,0.625598589
RSU1,1.075505787,0.153679056
SAFB,0.981839673,0.854572877
SF3B4,0.959924984,0.341660307
SF3A2,1.065317662,0.50757078
PPP1R7,1.03452006,0.278232342
CYTH1,1.126620033,0.001862246
SF3A1,0.986250929,0.744557262
SKIV2L,0.969905556,0.290628081
TAF7,1.037206757,0.520698726
MAPRE2,0.932976805,0.14732454
TGFBI,1.004936928,0.928471593
TRADD,1.007889964,0.992731821
SF1,1.100344775,0.059687614
TRIP10,0.979401287,0.010593382
TRIP11,1.044260085,0.152735213
TRIP13,0.970862497,0.40161469
OASL,2.084036122,0.00143653
MED1,1.041490758,0.106803051
TRIP4,0.95583821,0.424176859
HMGN3,1.055503464,0.723100515
TRIP6,0.995997048,0.812440126
MAPRE1,1.070029427,0.254703065
TSC22D1,1.234065134,0.322024071
ELAVL1,1.085920509,0.070124164
NSDHL,0.946123871,0.343446098
NAB2,0.939543407,0.008276943
MYLK,0.951030281,0.199288949
TAB1,0.949475138,0.408253234
HERC1,0.962409595,0.279672312
SLC1A5,0.991915719,0.422246158
TOMM34,1.061317628,0.434863439
MSMO1,1.033674105,0.656112053
TBCC,0.87271842,0.026120589
UBE2V2,1.30273451,0.026425052
STXBP2,1.029098414,0.699613393
VAMP3,1.020548907,0.660921223
NEDD8-MDP1;NEDD8,1.814840436,0.037419949
ATP6AP1,0.953271011,0.103607174
RAB11B;RAB11A,0.968984582,0.17862096
EZH2,0.96115034,0.305692773
ZFHX3,0.86369906,0.912493107
ZYX,1.057930729,0.1369029
ADRM1,1.018509814,0.426990626
CCDC6,0.863709277,0.164220807
UAP1,0.963000606,0.363752943
