Gene names,Ratio,P
MARK2,1.238191735,0.03470176
MARK2,0.665317118,0.047718285
MARK2,1.965661496,0.01678597
TNIP1,0.523351868,0.004652863
MFF,1.410874733,0.266093919
MFF,0.688617447,0.449942774
MFF,0.501571988,0.152674404
SRCAP,0.944800379,0.604110673
SRCAP,0.987474024,0.902904967
MBD1,0.687677774,0.030006235
ABCC1,0.642611296,0.020304867
EIF4G3,1.301933781,0.091895854
EIF4G3,0.968979204,0.99118777
PVR,1.893858283,0.000455813
PHC2,0.466027684,0.00216596
TOR1AIP1,1.85823019,0.01162113
TOR1AIP1,1.045242521,0.570640968
TOR1AIP1,1.20141227,0.13232572
TOR1AIP1,0.754919717,0.045241935
TOR1AIP1,0.737739057,0.583624028
UBE2V1;TMEM189-UBE2V1,2.960810956,0.000238773
NELFE,0.295394444,0.020501867
NELFE,0.247087259,0.002588781
NELFE,0.368097648,0.048373394
NELFE,0.890976857,0.535660313
ADD1,1.676813147,0.012551447
SLC4A7,1.227410419,0.002907186
SLC4A7,1.089829218,0.431971113
ELMSAN1,1.634817195,0.000616623
ELMSAN1,0.591185966,0.244259188
LILRB4,2.529969611,0.006373366
LILRB4,1.994299478,0.000668981
LILRB4,1.902407912,0.010377638
SCAF8,1.234350787,0.030148243
POU2F1,0.141792317,3.25354E-05
CCM2,1.162068051,0.412246087
CCM2,0.367884831,0.99143955
CCM2,0.367884831,0.99143955
RNF213,0.871525224,0.484122703
LMO7,0.74663487,0.191211597
LMO7,0.440053774,0.013392617
SCAP,1.07169198,0.45040504
FAM65A,1.268493517,0.177753927
SCAF11,0.291313033,0.004487701
SCAF11,0.22305996,0.007987458
SCAF11,0.395977579,3.48235E-05
SCAF11,2.72209177,0.029819151
SCAF11,0.600180029,0.011488872
SCAF11,0.600180029,0.011488872
ZFP91-CNTF;ZFP91,0.482257614,0.002143059
PPAN;PPAN-P2RY11,0.719575647,0.001790139
PI4KB,1.081120275,0.592908894
SLC26A6,1.409654346,0.026729404
SLC26A6,1.419908519,0.020196915
ABI2,0.18934672,0.001085555
ABI2,0.146761218,0.047118295
HLCS,0.091663224,0.030768549
PEX1,1.742488899,0.003916738
PEX1,2.190786185,0.001992308
PEX1,2.429573913,0.009311292
ARL6IP4,0.087931775,0.00981614
ARL6IP4,0.898716456,0.350765244
ARHGAP27,1.231955005,0.061397021
KDM2B,0.736830713,0.03426702
KDM2B,0.776599751,0.101737451
KDM2B,0.776599751,0.101737451
CD276,1.999867707,0.095573121
UHRF1BP1L,1.678089982,0.343847146
GIT1,1.722467178,0.000508236
GIT1,1.629236486,0.003227287
GIT1,1.073421488,0.555809054
GIT1,1.073421488,0.555809054
BET1L,0.6765024,0.262949734
C6orf203,0.683963575,0.54403616
C6orf203,0.683963575,0.54403616
CDK11A;CDK11B,0.720066537,0.176701696
CDK11A;CDK11B,0.666809428,0.010820348
CDK11A;CDK11B,0.578925191,0.002802865
CDK11A;CDK11B,0.349631437,0.001368535
RANBP10,0.646736267,0.074935607
RANBP10,0.567668226,0.063457043
RANBP10,0.601024187,0.058555412
PNKP,1.810737406,0.009185159
MAP4K4,0.63913527,0.014246408
MAP4K4,1.526902221,0.009841506
MAP4K4,0.914049808,0.159578984
DDX3X;DDX3Y,0.465686794,0.003175094
CHTF18,0.560287127,0.02429551
MYO18A,0.123378742,0.001560039
MYO18A,0.123378742,0.001560039
MYO18A,0.709304808,0.000461162
MYO18A,0.361335833,0.001846088
MYO18A,2.249784246,0.004243548
MYO18A,1.089214832,0.212959233
MYO18A,0.92828769,0.316817948
UBAP1,5.377747033,0.001017633
PHF6,0.558900045,0.058118397
SYNJ1,0.968936743,0.707446233
PPP1R18,0.940114601,0.564733082
PPP1R18,1.442819314,0.057688897
HSPA1B;HSPA1A,6.695436625,0.008370723
HSPA1B;HSPA1A,1.474326962,0.01121152
ABCF1,0.802145672,0.42028415
ABCF1,0.973622301,0.60310393
BRD2,1.294321115,0.028213239
BRD2,1.294321115,0.028213239
SCRIB,0.41322106,0.000963142
SCRIB,0.248378784,2.79048E-05
SCRIB,1.064227445,0.528019713
SCRIB,0.929072723,0.434320442
CNOT3,0.197867357,0.000532552
NCF4,0.655837659,0.01142627
DOCK11,2.953573678,0.000320808
DOCK11,1.766494235,0.017846598
DOCK11,0.694977232,0.025195212
PHRF1,1.117733994,0.128642848
PHRF1,1.117733994,0.128642848
PHRF1,0.837723697,0.028972726
PHRF1,0.958414187,0.571125014
PHRF1,1.450966718,0.001608065
PHRF1,0.731214298,0.135441642
PHRF1,0.731214298,0.135441642
PHRF1,0.780006972,0.107140789
PHRF1,1.508931423,0.008748591
MATR3,1.170221696,0.121872363
MATR3,0.478109569,0.001342502
MATR3,0.555166847,0.043214183
MATR3,1.277613291,0.0266376
MATR3,1.188188558,0.056562624
MATR3,0.55408302,0.053690139
MATR3,0.36187902,0.001903935
MATR3,0.373579875,0.000761563
CLN6,2.169459359,0.246928535
ATP2B1,0.279957564,0.000944249
ATP2B1,0.279957564,0.000944249
SMARCA2,0.533265583,0.000755963
SMARCA2,0.533265583,0.000755963
SMARCA2,0.345675616,0.006688463
SMARCA2,0.345675616,0.006688463
DENND4A,0.943430767,0.672011938
PHF14,1.306708351,0.003287974
ELF1,0.573022527,8.06578E-05
ELF1,0.714370884,0.017023201
ELF1,0.775816863,0.004603208
GATAD2B,0.883272607,0.180776936
GATAD2B,0.953950016,0.238401083
GATAD2B,1.374068379,0.029089052
GATAD2B,1.058091118,0.527715829
HLA-C;HLA-Cw,1.355250188,0.224851117
HLA-C;HLA-Cw,0.506106431,9.45856E-05
HLA-C;HLA-Cw,0.638997025,0.000633156
HLA-C;HLA-Cw,0.638997025,0.000633156
HLA-A,2.447987455,0.000183094
HLA-A,0.692240129,0.010793842
HLA-A,0.785843722,0.006431179
HLA-A,0.938490486,0.187485469
DHX16,1.017802108,0.852265681
LSM14A,2.033945967,0.007122964
RAB11FIP5,0.426037622,0.000248344
PXN,1.789466078,0.001570264
PXN,1.668862727,0.012206324
PXN,1.631832049,0.013951457
PXN,0.666997554,0.021813684
TJP2,0.760640129,0.029093452
LRMP,1.271304956,0.076185363
LRMP,1.296732641,0.008036061
LRMP,0.574601168,0.038090144
LRMP,0.552102829,0.032200151
RALGAPA1,0.441516128,0.040897352
RALGAPA1,0.441516128,0.040897352
RALGAPA1,0.105065059,1.53703E-05
EFR3A,0.862522579,0.281196789
ZEB2,0.673604202,0.053099175
ZEB2,0.763903764,0.038604883
ZEB2,0.785855039,0.409340372
RAP1GAP2,0.467086051,0.000168745
TAB2,0.644049345,0.008149498
DNAJB1,1.034095632,0.878029825
,0.795379502,0.031542922
JMJD1C,0.711627055,0.188546476
JMJD1C,0.711627055,0.188546476
JMJD1C,0.574240421,0.001347825
JMJD1C,0.554021707,0.003830824
RBMX2,0.743608555,0.005950676
HNRNPU,0.297864744,0.000399644
MPRIP,1.50806906,0.067056847
TCEA1,0.793091464,0.003560562
PFKFB3,1.273278498,0.075213086
STIM2,1.139026197,0.251221431
DDX17,1.294005281,0.022962154
DDX17,0.198938569,0.000707412
NFIC,0.960041825,0.704421116
FRYL;ZNF365,0.465534834,0.0029851
FRYL,1.931790786,0.030430184
APC,0.73323384,0.025571914
CNKSR3;IPCEF1,1.226682534,0.017658426
PNISR,1.054937845,0.552851604
PNISR,0.305451969,0.000279975
PNISR,0.351249362,0.00115456
PNISR,0.351249362,0.00115456
SMARCA4,1.475256394,0.00779332
SMARCA4,1.475256394,0.00779332
SMARCA4,1.475256394,0.00779332
CDK13,0.146429093,0.003974524
CDK13,1.040057989,0.732169177
CDK13,0.673711767,0.028989862
CDK13,0.329637264,0.003742244
CDK13,0.859345725,0.027165606
CDK13,0.859345725,0.027165606
CDK13,0.363718477,0.000426621
CDK13,0.321539458,0.000529315
CDK13,0.297630228,0.021841369
CDK13,0.297630228,0.021841369
CDK13,0.69269792,0.009754916
CDK13,0.689823623,0.007915525
CDK13,0.72321173,0.002575651
CDK13,0.81208939,0.051036116
CDK13,0.731179679,0.00116289
CDK13,0.077916078,0.012119642
CDK13,0.077916078,0.012119642
TSC2,0.788427085,0.055321164
ATP13A3,0.884414753,0.362224781
DYRK1A,1.092616045,0.393986416
ADNP,0.679666913,0.008088157
ADNP,0.679666913,0.008088157
CCDC88A,1.511223078,0.040246108
CCDC88A,3.310372689,0.01450881
TMF1,1.889811247,0.014979512
TMF1,1.171569509,0.172641944
TMF1,1.171569509,0.172641944
BPTF,0.11641416,0.00631422
PPFIA1,0.64441608,0.003238199
PPFIA1,0.721867739,3.54146E-05
RPS14,0.405694716,0.000596543
RBBP6,0.948830325,0.541341123
RBBP6,0.459389819,0.000199139
RBBP6,0.456746291,0.004318199
RBBP6,0.430333247,0.002990012
RBBP6,0.499605821,0.009259771
RBBP6,0.513918445,0.008209962
RBBP6,0.803584908,0.002267662
BRAF,0.340403167,0.003897351
DOCK10,0.320847058,0.001787295
DOCK10,0.498612946,6.28443E-05
DOCK10,0.524571429,0.000309827
DOCK10,0.576664212,0.003741434
DOCK10,0.904642082,0.070272093
DOCK10,0.511983135,0.001610839
CLEC16A,0.470256132,0.000134726
PANK2,2.262163129,0.013939511
WIZ,0.389797506,0.002540494
WIZ,0.389797506,0.002540494
COL4A3BP,1.421771183,0.018324514
COL4A3BP,1.406199456,0.0131881
COL4A3BP,1.379285222,0.014639354
PNPLA6,0.289882671,0.026683413
PNPLA6,1.852966526,0.013148884
IFIH1,1.446575812,0.044235244
ITPR1,0.787312156,0.032112845
TBC1D4,0.620101365,0.068447615
CASC4,0.289038585,0.000881427
CASC4,0.289038585,0.000881427
CASC4,0.280811069,0.009912412
CASC4,0.280811069,0.009912412
TFPI2,1.896733421,0.035663028
RB1,0.047502545,0.06522778
RB1,0.030291199,0.089988288
COPA,2.294454865,0.008317358
ANKS1A,0.672687816,0.017532425
ANKS1A,0.787673354,0.074569382
SNTB1,0.35702842,0.005465115
SNTB1,0.934161643,0.400784164
EIF2B5,0.319454944,3.86201E-05
RAB12,0.562525048,0.117410411
TRIM25,1.292546204,0.031310563
SEC16A,2.513678578,0.000582005
SEC16A,2.513678578,0.000582005
SEC16A,0.747821257,0.052414036
SEC16A,0.374402982,0.212736186
SEC16A,1.53238699,0.048367723
SEC16A,0.520637019,0.006338425
TACC3,1.775732794,0.01408077
TACC3,1.089815958,0.637298791
DEK,0.835419433,0.031676387
DEK,0.778027417,0.034098569
DEK,0.780376913,0.03348884
DEK,0.780376913,0.03348884
RAD23A,1.434623393,0.032092825
RAD23A,1.91800444,0.000972024
NR3C1,3.702330944,0.00585076
KRI1,0.893787048,0.206440627
KRI1,0.692667126,0.384947132
SNRNP200,0.493168768,0.001965591
NUP214,1.499118832,0.02823591
NUP214,5.568244632,0.002893119
LBR,0.567171802,0.003557397
LBR,0.408342297,0.06599029
LBR,0.418370269,0.003675587
LBR,0.103828776,0.008926533
LBR,0.115740864,0.007057781
FAM83H,0.702004204,0.008596093
FAM83H,0.455677775,0.032031842
FAM83H,0.888414377,0.171972176
FAM83H,0.884310748,0.338525378
FAM83H,0.570255979,0.01728389
FAM83H,0.788076462,0.01281641
FAM83H,0.4424937,0.061722962
NBEAL2,1.119756237,0.283471477
MCM3,1.657005829,0.002658756
MCM3,1.026139086,0.602421822
MCM3,0.310586668,0.001793465
WDR26,0.960257921,0.510650055
MYCBP2,0.059429554,0.022370667
MYCBP2,2.539627885,0.009924098
MYCBP2,2.539627885,0.009924098
MYCBP2,0.644954245,0.085545323
MYCBP2,0.644954245,0.085545323
IKBKB,0.592062176,0.006674712
IKBKB,3.122242012,0.008151668
APOBR,11.63236057,0.000135443
APOBR,15.25430834,0.001013222
KCNAB2,0.179290762,0.000157504
DOCK4,0.733569188,0.073506827
DOCK4,2.336211973,0.003011458
DOCK4,1.183585395,0.265389312
DOCK4,0.797741353,0.093257023
EPC1,1.060022841,0.592525685
NIPBL,1.35102003,0.02419416
NIPBL,1.35102003,0.02419416
NIPBL,0.796160396,0.308554699
NIPBL,1.157723738,0.333306473
NIPBL,1.553468985,0.026591391
NIPBL,0.115290979,0.000446446
TERF2IP,0.319134865,0.00495098
TGOLN2,0.998294471,0.948146269
TGOLN2,0.108918169,0.024554062
TGOLN2,0.818885915,0.186506894
BRPF1,0.781327021,0.042252463
ARHGEF2,0.886500623,0.353493812
ARHGEF2,1.491354111,0.159452821
ARHGEF2,0.62821126,0.038101045
ARHGEF2,0.573829752,0.053562371
ARHGEF2,0.535554058,0.006591685
ARHGEF2,0.648417443,0.025158036
ARHGEF2,0.489427437,0.004807633
ARHGEF2,0.36010469,0.000500053
ARHGEF2,0.508384615,0.006997294
ARHGEF2,5.931684548,0.000250693
PCM1,0.196001909,0.00065277
PCM1,0.108739402,0.009833154
PCM1,2.132599907,0.003769988
PCM1,0.742545769,0.022355176
PCM1,0.715218873,0.018232436
PCM1,2.749491253,0.000568185
PCM1,0.921571779,0.048701778
PCM1,0.973582253,0.279044474
PCM1,1.172178566,0.029310725
PCM1,0.876755244,0.258685226
PCM1,0.876755244,0.258685226
PCM1,0.324393792,0.001936808
PCM1,1.130736549,0.206009946
PCM1,0.398096141,4.04484E-05
PCM1,0.783752507,0.006694433
PCM1,0.272897484,0.000848434
PCM1,1.03430792,0.117751753
PCM1,3.819158816,0.000444005
CTNND1,0.53125509,0.00571822
CTNND1,0.53125509,0.00571822
CTNND1,1.745983852,0.018161205
GBF1,1.183558016,0.099991961
GBF1,0.859081109,0.071992619
GBF1,0.877371463,0.333835797
GBF1,0.672470236,0.008897555
AFF1,1.039838426,0.714051941
KMT2B,0.468723994,0.003950487
KMT2B,0.785073121,0.021116161
KMT2B,0.785073121,0.021116161
SFMBT2,0.757635645,0.466044723
SFMBT2,0.757635645,0.466044723
ANKRD13D,1.245412533,0.14445576
ANKRD13D,9.306472987,0.000899133
ADGRL2;LPHN2,0.886261084,0.267078966
GFPT1,1.793087149,0.001616701
LMNA,0.619788123,0.030171362
LMNA,0.481910851,0.00238558
LMNA,0.495013978,0.006880226
LMNA,0.546370308,0.015593499
LMNA,0.173378607,0.000548302
LMNA,0.386084768,0.001578409
LMNA,0.811898839,0.003756333
LMNA,0.787785852,0.003404999
LMNA,1.965484286,0.002785169
LMNA,0.23604421,5.4627E-05
LMNA,1.063446042,0.634956609
LMNA,1.126252733,0.200074262
LMNA,1.20317356,0.064177808
HSPB1,2.438245171,0.003043825
HSPB1,4.970790726,0.007527861
FANCD2,0.424665004,0.002188615
RAB7A,2.057349255,0.01005829
POLR2A,0.56918158,0.006205448
TRIP12,1.462325439,0.006320151
TRIP12,0.921857286,0.17283864
TRIP12,0.286118561,0.001352441
TRIP12,0.50610212,0.028173943
CAST,0.511413025,0.004131836
CAST,0.730063084,0.014202643
SLC12A6,2.38179312,0.001007296
SLC12A6,2.38179312,0.001007296
SMC1A,1.167943658,0.147474421
KAT7,0.489204539,0.005736094
KAT7,0.213453782,0.000307318
HMOX1,2.016354882,0.021525136
HMOX1,1.52673127,0.025578588
MARK3,0.535675993,0.005890749
MARK3,0.914718169,0.47308283
MARK3,0.914718169,0.47308283
HNRNPA3,0.166408913,0.000111548
HNRNPA3,0.234821926,0.005652146
HNRNPA3,0.274447032,1.11535E-05
HNRNPA3,0.513347729,0.000105327
HNRNPA3,0.488258452,0.001881005
SGTA,1.839972072,0.000304419
ADAM9,0.31621316,0.018910523
KPNA4,1.795060106,0.024549335
KPNA2,1.503844357,0.045136501
COMT,1.272036784,0.138264939
NCL,0.113589158,0.008232762
NCL,20.96802832,0.000188527
LAS1L,0.918205328,0.518904761
HNRNPA1,1.377968389,0.041112904
HNRNPA1,0.528007339,0.013722082
HNRNPA1,0.3075302,0.001489836
HNRNPA1,0.62497381,0.003685357
HNRNPA1,0.730707507,0.001072298
HNRNPA1,0.62497381,0.003685357
NMT1,0.799823077,0.016408681
NMT1,8.789354574,2.4108E-05
PFKP,1.785661461,0.004292634
ZC3H13,1.313786976,0.087027205
ZC3H13,0.277449093,0.00095864
ZC3H13,0.953722688,0.832714112
ZC3H13,0.934120241,0.70574979
ZC3H13,0.953202019,0.811834334
ZC3H13,1.52159923,0.049178951
ZC3H13,0.356807498,0.031371651
ZC3H13,2.106069194,0.006433075
ZC3H13,2.009299474,0.009764535
ZC3H13,1.425857664,0.092810875
ZC3H13,1.425857664,0.092810875
ZC3H13,1.81404717,0.008262056
ZC3H13,1.133418054,0.389684152
ZC3H13,1.620346585,0.029898486
ZC3H13,1.344185364,0.060646747
ZC3H13,1.609655768,0.01910436
ZC3H13,0.411476388,0.000487212
ZC3H13,0.286991461,0.008849756
ZC3H13,0.155142664,0.00197363
ZC3H13,1.645067282,0.060509097
ZC3H13,1.535757976,0.079742354
ZC3H13,1.52128417,0.050440583
ZC3H13,1.507936547,0.056162115
ZC3H13,2.335221455,0.000816758
ZC3H13,2.014355753,0.008777674
ZC3H13,2.014355753,0.008777674
ZC3H13,1.091668323,0.581994827
ZC3H13,1.373319688,0.106079452
ZC3H13,0.32244191,0.006839837
ZC3H13,0.786287909,0.22241954
ZC3H13,1.124937139,0.501416134
ZC3H13,1.123400083,0.504478553
G3BP1,0.638659632,0.012881666
NPM1,1.023598683,0.713913737
NPM1,1.352300017,0.25818176
NPM1,1.352300017,0.25818176
PPIG,0.502174304,8.0688E-05
PPIG,0.855084554,0.065424852
PPIG,0.877734752,0.158226866
PPIG,0.953157747,0.435463427
PPIG,0.849564844,0.055549398
PPIG,1.835668507,0.000593599
PPIG,1.835668507,0.000593599
PPIG,1.695064377,0.001946406
PPIG,0.204488559,0.00342525
PPIG,0.258197724,0.000826744
PPIG,0.75163754,0.110317954
PPIG,0.516721707,0.004179952
PPIG,0.165471474,0.002947196
PPIG,0.165471474,0.002947196
IGF2R,0.85133879,0.150701845
EIF4G1,1.731557973,0.050970034
EIF4G1,0.318406929,0.067550861
EIF4G1,0.488815835,0.004686047
EIF4G1,2.430148851,0.000999849
EIF4G1,8.169109486,0.002098019
EIF4G1,1.406322064,0.077454612
WHSC1,0.234310145,0.001114613
PRPF40A,0.863653953,0.054248139
PRPF40A,0.863653953,0.054248139
PRPF40A,0.54614767,0.069975032
PRPF40A,0.614287211,0.08246524
PRPF40A,0.568355899,0.05787878
AKAP8,2.032148463,0.004512713
AKAP8,2.071246402,0.009305317
MICALL1,0.462951013,0.004623363
MICALL1,0.915278814,0.321431369
SNX9,0.714013813,0.003388302
FAM126A,1.607833456,0.052630781
ANO6,0.955142287,0.726493956
CANX,0.834661775,0.117791124
CANX,0.544731487,0.045417281
CANX,0.736317132,0.069853456
TNPO1,0.432439228,0.001836044
CIC,2.062690737,0.020062356
CIC,1.640778364,0.006252475
CIC,1.796998802,0.005544808
CIC,2.576416296,0.006393139
DDX20,0.669296896,0.005305807
DDX20,0.669296896,0.005305807
SF1,1.051017433,0.382342648
SF1,1.051017433,0.382342648
HTT,0.952320503,0.748391704
HTT,0.951102313,0.675590362
WDR91,0.475813033,0.003008092
SPG11,0.374946394,0.001076634
DPM1,0.652627301,0.045189809
EVI5,0.56434202,0.000398678
EVI5,0.56434202,0.000398678
MLLT4,0.978040633,0.73198307
CLASP2,0.351242839,8.58255E-05
CLASP2,0.351242839,8.58255E-05
CLASP2,2.329304072,0.005601935
CLASP2,0.456054536,0.005316013
CLASP2,0.327178405,0.003384614
CLASP2,1.104356357,0.075270987
CLASP2,1.062122639,0.272574351
AKT1,0.650964124,0.02174945
AKT1,0.731872744,0.004724878
TLK2,1.233333887,0.023493496
TLK2,1.277736994,0.01547909
ARHGAP32,0.735816977,0.27716985
RAPGEF1,0.317713754,0.005367421
RAPGEF1,1.030632155,0.649635512
RAPGEF1,0.653938637,0.006272018
MED19,0.338881337,0.008989929
MED19,0.946524977,0.502660438
C1orf226,1.089072251,0.658479995
C1orf226,1.089072251,0.658479995
STMN1,0.686472449,0.111090803
STMN1,0.706733681,0.130321994
STMN1,0.859838925,0.071768013
STMN1,0.226775611,0.003368834
SLC39A7,0.247189693,0.022645895
SLC39A7,0.247189693,0.022645895
GNL1,1.033045962,0.934565335
CCDC88B,0.466866398,0.000894348
CCDC88B,0.948535907,0.425934281
ARNT,0.843371459,0.046487418
NCF1C;NCF1;NCF1B,1.078455676,0.020161739
NCF1C;NCF1;NCF1B,1.211579116,0.037494232
NDEL1,2.903874632,0.027888458
USP14,1.003881959,0.909891818
RGPD3;RGPD4;RGPD8;RGPD5;RGPD1;RGPD2;RGPD6;RANBP2,2.225506563,0.015538578
RGPD3;RGPD4;RGPD8;RGPD5;RGPD1;RGPD2,0.346397363,0.002380716
RGPD3;RGPD4;RGPD8;RGPD5;RGPD1;RGPD2;RANBP2,1.044296957,0.512529758
RGPD3;RGPD4;RGPD8;RGPD5;RGPD1;RGPD2;RANBP2,0.911690727,0.526672726
RENBP,1.422443925,0.01913862
ENSA,0.371841164,0.000158615
ENSA,0.800754309,0.033791047
ENSA,1.943348228,0.010426426
ENSA;ARPP19,0.959229216,0.625028329
TP53BP1,0.778655096,0.124135317
TP53BP1,1.224551685,0.025591847
TP53BP1,1.051645898,0.664083248
TP53BP1,1.275000461,0.06051204
TP53BP1,1.395478897,0.001899241
TP53BP1,1.447325667,0.017847004
TP53BP1,1.540612579,0.023335612
ZSWIM8,0.798313242,0.365356117
ATF7IP,0.960841987,0.588522039
